LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-7820,LI-7820,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,CHAMBER,CHAMBER
20250415,010702,105.047,2,1,1,39.6685,-75.7462,12.18,100.148,341.472,14.3779,444.81,13.362,1.54711,0.172351,1.83667,0.978276,0,0.00258125,1.72427e-07,1e+06,444.81,24.3881,10,101,0.00463502,0.000516881,360.808,0.000775317,0,0.00186494,5.17057e-10,1e+06,341.472,-502.469,2,101,0.311,12.5
20250415,011314,105.051,3,1,1,39.6685,-75.7463,12.13,100.137,342.721,14.3435,462.134,13.3455,1.8984,0.202983,1.85113,0.977774,0,0.0030758,2.03077e-07,1e+06,462.134,-5.3311,10,101,0.0348958,0.00373496,49.6976,0.0431748,0,0.00185576,0.000517704,349.935,342.721,39.0732,4,101,0.325702,12.5
20250415,011925,105.055,4,1,1,39.6685,-75.7463,11.72,100.15,342.124,14.0184,461.63,13.0139,1.47057,0.160179,2.9958,0.788263,0,0.00448617,0.00412874,500.426,461.63,-50,6,101,0.0162288,0.00176948,106.131,0.00888891,0,0.00187787,1.77009e-09,1e+06,342.124,-250.669,6,101,0.253403,12.5
20250415,012536,105.059,5,1,1,39.6685,-75.7463,11.34,100.146,342.69,14.1105,537.483,13.1276,3.03782,0.324591,1.46855,0.989949,0,0.00328713,3.24766e-07,1e+06,537.483,-26.414,10,101,0.0141616,0.00151468,124.533,0.00647151,0,0.00188621,1.5152e-09,1e+06,342.69,116.337,3,101,0.362,12.4
20250415,013147,105.064,6,1,1,39.6685,-75.7462,11.46,100.119,343.896,14.2876,514.939,13.2945,10.931,1.19018,1.38041,0.984158,0,0.0104711,0.00995326,634.516,514.939,29.7504,5,101,-0.00187385,-0.000204233,923.442,0.000118434,0,0.00188597,5.93879e-07,0,343.896,484.373,3,101,0.332766,12.4
20250415,013758,105.068,7,1,1,39.6685,-75.7462,11.23,100.133,343.275,14.1337,513.78,13.1273,3.27391,0.356081,1.31265,0.985463,0,0.00273882,0.00415182,599.545,513.78,-40.7336,5,101,0.00652611,0.000710524,271.347,0.00137002,0,0.00192797,7.10768e-10,1e+06,343.275,-335.147,5,101,0.34,12.7
20250415,014409,105.072,8,1,1,39.6685,-75.7462,11.02,100.132,343.627,14.0397,531.237,13.0577,3.25833,0.344696,1.33704,0.991763,0,0.00279205,0.00139018,779.188,531.237,-18.2601,3,101,-0.00365432,-0.000386974,475.904,0.00053395,0,0.00184162,3.27396e-05,331.807,343.627,-33.4847,4,101,0.216,13.1
20250415,020051,105.084,1,1,1,39.6685,-75.7463,12.24,100.092,341.844,14.011,443.459,13.052,1.95037,0.218382,1.67492,0.978137,0,0.00282551,0.00243424,533.172,443.459,6.99332,2,101,0.0113656,0.00127384,144.467,0.00481678,0,0.00184022,1.27427e-09,1e+06,341.844,-91.3458,3,101,0.278,12.3
20250415,020702,105.088,2,1,1,39.6685,-75.7463,12.27,100.083,341.606,13.9647,441.154,12.9753,1.8169,0.202512,1.67931,0.976965,0,0.00263156,0.00242899,524.527,441.154,-1.24517,2,101,0.0265726,0.00296476,64.3463,0.0174963,0,0.00190745,0.00206173,343.044,341.606,48.6175,2,101,0.311,12.3
20250415,021314,105.093,3,1,1,39.6685,-75.7463,12.05,100.077,342.201,13.8622,450.45,12.875,1.89733,0.202854,1.5469,0.985763,0,0.00227794,0.00100212,652.875,450.45,-1.25659,2,101,0.0228717,0.0024478,77.4538,0.0165618,0,0.00189573,2.44863e-09,1e+06,342.201,-89.9773,2,101,0.326,12.3
20250415,021925,105.097,4,1,1,39.6685,-75.7463,12.28,100.088,341.728,14.0013,442.33,13.0314,0.860957,0.0940217,2.71994,0.941585,0,0.00235367,9.40633e-08,1e+06,442.33,-3.4671,10,101,0.0461683,0.00504681,34.6863,0.0434725,0,0.00174973,0.00848222,342.323,341.728,21.302,3,101,0.108,12.3
20250415,022536,105.101,5,1,1,39.6686,-75.7463,12,100.058,341.558,14.3153,445.435,13.3288,3.11697,0.334183,1.41457,0.990414,0,0.00311472,0.000848835,839.131,445.435,1.87392,2,101,0.0052969,0.00056847,333.4,0.000907909,0,0.00189527,5.68664e-10,1e+06,341.558,-157.827,2,101,0.362781,12.3
20250415,023147,105.105,6,1,1,39.6686,-75.7463,12.03,100.055,342.213,14.3898,446.434,13.3883,8.41406,0.918603,1.58311,0.98658,0,0.0107678,9.19013e-07,1e+06,446.434,28.349,10,101,-0.0141357,-0.00154483,121.231,0.00478409,0,0.00187275,0.00312949,341.719,342.213,43.8669,4,101,0.333,12.2
20250415,023758,105.11,7,1,1,39.6686,-75.7463,11.73,100.045,342.346,14.2193,445.805,13.2176,2.31804,0.252809,1.68105,0.979841,0,0.00328958,0.00118054,659.951,445.805,-17.5239,3,101,0.00204069,0.000222787,855.063,0.000138136,0,0.00190497,2.22863e-10,1e+06,342.346,482.627,4,101,0.34,12.5
20250415,024409,105.114,8,1,1,39.6686,-75.7463,11.84,100.037,342.812,14.5081,452.704,13.5066,3.34635,0.355512,1.25408,0.994718,0,0.00235803,0.001215,745.306,452.704,-9.93835,2,101,-0.0031438,-0.000334333,558.43,0.000323838,0,0.00186701,9.75268e-07,0,342.812,159.883,3,101,0.218,12.897
20250415,030051,105.126,1,1,1,39.6686,-75.7463,12.18,100.007,341.792,13.991,444.035,13.0155,1.67299,0.187437,1.76454,0.98077,0,0.00263782,1.8752e-07,1e+06,444.035,1.0137,10,101,0.0066161,0.000741982,246.801,0.0023988,0,0.0018312,0.000820495,342.697,341.792,-6.16534,2,101,0.278,12.1
20250415,030702,105.13,2,1,1,39.6686,-75.7462,12.24,100.012,341.73,13.8869,443.51,12.883,1.72952,0.192872,1.89437,0.972111,0,0.00302245,0.00122707,600.691,443.51,2.8593,2,101,0.0120112,0.00134083,140.156,0.00511609,0,0.00187919,1.34128e-09,1e+06,341.73,-116.903,4,101,0.312,12.1677
20250415,031314,105.134,3,1,1,39.6685,-75.7462,12.14,100.014,342.064,13.8112,445.722,12.8286,1.84231,0.197125,1.81129,0.979179,0,0.00288896,1.97213e-07,1e+06,445.722,-3.52988,10,101,0.0224513,0.00240466,78.1793,0.0169435,0,0.00187977,0.00102435,344.412,342.064,-9.54381,3,101,0.326682,12.2
20250415,031925,105.138,4,1,1,39.6685,-75.7462,11.89,100.006,342.015,13.7887,451.689,12.8084,1.16227,0.126824,2.52915,0.928027,0,0.00290955,0.00212303,511.426,451.689,-22.6615,8,101,0.028255,0.00308616,63.0388,0.0247953,0,0.0019452,3.08722e-09,1e+06,342.015,-147.965,5,101,0.098194,12.2
20250415,032536,105.143,5,1,1,39.6685,-75.7462,11.4,99.9902,341.972,13.7474,449.079,12.7537,3.85392,0.412341,1.2715,0.994185,0,0.00286462,0.00124607,779.993,449.079,-11.036,3,101,0.0150607,0.00161301,109.161,0.00840636,0,0.00176069,1.61356e-09,1e+06,341.972,100.389,2,101,0.362517,12.2
20250415,033147,105.147,6,1,1,39.6685,-75.7462,11.42,99.9962,342.542,13.7306,450.466,12.7354,19.0038,2.07017,1.21803,0.969701,0,0.0122408,0.027613,525.436,450.466,22.2546,5,101,-0.0230961,-0.0025185,72.2281,0.00550681,0,0.00181886,0.00149818,340.861,342.542,-50,5,101,0.333,12.1
20250415,033758,105.151,7,1,1,39.6685,-75.7462,11.52,100.008,341.84,13.727,444.866,12.7482,2.33171,0.254079,1.50263,0.985957,0,0.00269405,0.00154583,609.23,444.866,-9.73881,2,101,0.00729664,0.000795881,238.963,0.00176581,0,0.00190184,7.96153e-10,1e+06,341.84,142.079,3,101,0.34,12.4
20250415,034409,105.156,8,1,1,39.6685,-75.7462,10.94,99.9935,342.343,13.7501,487.953,12.7513,3.08355,0.326466,1.31297,0.993815,0,0.00250633,0.000535199,1097.94,487.953,9.19106,2,101,0.00376033,0.000398522,481.4,0.000435678,0,0.00191848,3.98658e-10,1e+06,342.343,580.11,6,101,0.219,12.6
20250415,040051,105.167,1,1,1,39.6685,-75.7462,11.44,99.9565,342.975,13.037,455.615,12.0615,1.7258,0.19276,1.88762,0.975176,0,0.00300383,0.000445793,888.014,455.615,4.16358,2,101,0.0119329,0.00133415,142.447,0.00307596,0,0.00190041,0.00147926,343.877,342.975,-50,2,101,0.278,11.8
20250415,040702,105.172,2,1,1,39.6685,-75.7462,12.01,99.9835,341.522,13.2395,442.436,12.2704,1.56742,0.174603,2.39583,0.956387,0,0.00374735,1.7468e-07,1e+06,442.436,14.7535,10,101,0.00974427,0.00108653,173.242,0.00335439,0,0.00188229,1.0869e-09,1e+06,341.522,-37.8565,2,101,0.312,11.9
20250415,041314,105.176,3,1,1,39.6685,-75.7462,12.22,99.9675,342.027,13.5746,438.896,12.5881,2.05818,0.220339,1.67108,0.983844,0,0.00283781,2.20436e-07,1e+06,438.896,3.0897,10,101,0.0700294,0.0075045,24.7315,0.0973699,0,0.00185426,0.00349951,344.172,342.027,2.96287,2,101,0.326299,12
20250415,041925,105.18,4,1,1,39.6685,-75.7462,12,99.953,342.075,13.6854,443.601,12.7114,1.02295,0.111721,2.30478,0.960284,0,0.00228349,1.1177e-07,1e+06,443.601,-1.12217,10,101,0.0663878,0.00725766,25.7574,0.080525,0,0.00186778,0.00393065,343.921,342.075,-19.1631,3,101,0.0742736,11.9572
20250415,042536,105.184,5,1,1,39.6685,-75.7462,11.46,99.9525,341.907,13.7431,448.945,12.7685,2.72206,0.291403,1.43873,0.990826,0,0.00281808,2.91534e-07,1e+06,448.945,0.394711,10,101,0.00724496,0.000776357,225.606,0.00198067,0,0.00175149,7.76622e-10,1e+06,341.907,-243.709,4,101,0.362,12
20250415,043147,105.189,6,1,1,39.6684,-75.7462,12.01,99.9385,342.295,13.9328,443.18,12.9227,7.7091,0.842189,1.274,0.993329,0,0.00588622,0.00366653,672.877,443.18,24.4421,2,101,-0.0167451,-0.00183121,106.608,0.00402946,0,0.00195211,2.02695e-05,251.952,342.295,-50,5,101,0.333,12
20250415,043758,105.193,7,1,1,39.6684,-75.7462,12.13,99.9528,341.944,14.2829,440.697,13.3176,2.06972,0.226264,1.58581,0.985218,0,0.00265856,0.000663014,781.963,440.697,0.0165487,2,101,-0.00150263,-0.00016443,1147.67,7.66788e-05,0,0.00188712,4.80868e-07,0,341.944,221.454,2,101,0.34,12.3
20250415,044409,105.197,8,1,1,39.6684,-75.7462,12.22,99.965,341.671,14.6468,440.364,13.6561,3.43567,0.365832,1.29191,0.993257,0,0.00267608,0.00172966,651.87,440.364,-0.851668,2,101,-0.00705772,-0.000752265,224.571,0.00199911,0,0.00168935,2.20173e-06,0,341.671,165.131,4,101,0.219701,12.4
20250415,050051,105.209,1,1,1,39.6685,-75.7462,12.8,99.9498,342.074,13.971,437.776,12.9855,1.71266,0.192394,1.75395,0.98113,0,0.00268159,1.92478e-07,1e+06,437.776,5.84645,10,101,-0.00154595,-0.00017384,1060.41,8.97796e-05,0,0.00184342,5.08193e-07,0,342.074,-1505.53,7,101,0.278,11.8
20250415,050702,105.213,2,1,1,39.6684,-75.7462,12.88,99.9443,341.976,14.0262,436.992,13.0517,1.55111,0.173514,2.3552,0.958138,0,0.00364514,1.7359e-07,1e+06,436.992,2.40197,10,101,-0.00114492,-0.000128203,1425.76,4.96898e-05,0,0.00182787,3.74889e-07,0,341.976,-1144.46,5,101,0.313,11.8
20250415,051314,105.218,3,1,1,39.6685,-75.7462,12.56,99.948,341.978,14.1681,438.302,13.1622,2.00189,0.214738,1.72607,0.982058,0,0.00291715,2.14832e-07,1e+06,438.302,5.98954,10,101,0.00192798,0.00020702,942.589,0.000958386,0,0.00195135,1e-05,362.68,341.978,50,2,101,0.326318,11.9
20250415,051925,105.222,4,1,1,39.6684,-75.7462,12.52,99.9425,342.502,14.1954,441.812,13.2186,1.19486,0.130801,2.45019,0.936443,0,0.00288633,0.00231824,498.234,441.812,-1.61109,2,101,0.0571156,0.00625861,30.6896,0.0808148,0,0.00191959,0.0026491,344.865,342.502,32.2293,3,101,0.186358,11.9
20250415,052536,105.226,5,1,1,39.6685,-75.7462,11.98,99.9283,342.127,14.2665,450.601,13.2807,3.02569,0.32476,1.29031,0.994658,0,0.00236449,0.000130517,2938.85,450.601,-7.77075,2,101,0.00065718,7.06085e-05,2795.28,1.29268e-05,0,0.00197371,7.06326e-11,1e+06,342.127,1315.79,5,101,0.362,12
20250415,053147,105.23,6,1,1,39.6685,-75.7462,12.19,99.9303,341.937,14.1293,449.869,13.1105,6.75132,0.738241,1.42495,0.988829,0,0.00698755,0.00260689,733.058,449.869,21.9364,2,101,-0.000304507,-3.33315e-05,5662.6,9.21961e-05,0,0.00188743,1e-05,338.604,341.937,-50,2,101,0.334363,11.9766
20250415,053758,105.235,7,1,1,39.6685,-75.7462,12.41,99.938,342.355,14.5439,449.222,13.594,2.24573,0.245859,1.47598,0.98884,0,0.00251241,0.00056345,885.567,449.222,-5.14784,2,101,-0.004868,-0.000533455,348.284,0.000832031,0,0.00185793,1.55819e-06,0,342.355,-468.468,5,101,0.34,12.2
20250415,054409,105.239,8,1,1,39.6685,-75.7462,12.53,99.9335,341.946,15.009,449.491,14.0042,3.60294,0.384307,1.28564,0.993451,0,0.00276751,0.00146863,711.168,449.491,-13.5339,3,101,-0.0076094,-0.000812483,228.998,0.00192261,0,0.00186055,2.37605e-06,0,341.946,149.795,3,101,0.22,12.3
20250415,060051,105.251,1,1,1,39.6685,-75.7462,12.77,99.9033,341.958,13.9893,447.448,13.0038,1.83695,0.206431,1.6996,0.981616,0,0.00273399,0.000625366,777.545,447.448,2.90892,2,101,0.0148884,0.00167478,108.632,0.00613429,0,0.00181927,0.000955031,343.712,341.958,40.3395,2,101,0.277423,11.8
20250415,060702,105.255,2,1,1,39.6685,-75.7462,12.82,99.9382,342.018,13.9584,449.022,12.9496,1.83023,0.204688,1.73415,0.97663,0,0.00280154,0.00204112,549.304,449.022,9.78872,2,101,0.00717178,0.000802894,244.272,0.00169001,0,0.00196123,8.03169e-10,1e+06,342.018,246.353,6,101,0.313,11.8
20250415,061314,105.259,3,1,1,39.6685,-75.7462,12.78,99.9453,342.053,14.4243,446.939,13.4518,1.87456,0.201304,1.70188,0.981939,0,0.00267255,0.000449312,894.966,446.939,15.3644,2,101,0.0225884,0.0024281,75.8292,0.0157869,0,0.00184103,0.00839135,342.343,342.053,50,3,101,0.326403,11.9
20250415,061925,105.263,4,1,1,39.6684,-75.7462,12.82,99.951,341.97,14.5814,445.774,13.5965,1.00558,0.110234,2.36044,0.957913,0,0.00232225,1.10283e-07,1e+06,445.774,3.16245,10,101,0.0494588,0.00542719,36.5024,0.0534241,0,0.00198021,0.00209049,344.567,341.97,13.0343,2,101,0.251,11.9
20250415,062536,105.268,5,1,1,39.6684,-75.7462,12.55,99.9405,342.029,14.6905,451.617,13.7,3.03468,0.326486,1.27193,0.995234,0,0.00227068,3.26633e-07,1e+06,451.617,10.223,10,101,0.00733641,0.000790081,219.708,0.00208821,0,0.00173585,7.90352e-10,1e+06,342.029,297.064,6,101,0.362,11.9
20250415,063147,105.272,6,1,1,39.6685,-75.7462,12.54,99.9455,342.234,14.3317,456.918,13.304,7.57264,0.829184,2.24597,0.962731,0,0.0163966,8.29563e-07,1e+06,456.918,30.3075,10,101,-0.00712882,-0.000781401,239.523,0.0017577,0,0.00187162,2.28323e-06,0,342.234,-152.597,6,101,0.332,12
20250415,063758,105.276,7,1,1,39.6685,-75.7462,12.55,99.9408,342.213,14.7578,452.86,13.7977,2.28435,0.250259,1.33337,0.991817,0,0.00200792,0.00207434,573.505,452.86,7.59587,2,101,-0.00303917,-0.000333277,579.875,0.0003003,0,0.00193258,9.73888e-07,0,342.213,-178.518,4,101,0.34,12.2
20250415,064409,105.281,8,1,1,39.6685,-75.7462,12.63,99.9457,342.619,15.024,458.779,13.9969,3.37607,0.36018,1.28585,0.993477,0,0.00259591,0.00164509,677.722,458.779,-5.21884,2,101,0.000705653,7.53619e-05,2673.96,1.41266e-05,0,0.00201515,7.53877e-11,1e+06,342.619,1143.72,2,101,0.22,12.3
20250415,070051,105.292,1,1,1,39.6685,-75.7462,13.12,99.9405,342.025,13.9293,453.45,12.9267,1.69924,0.191117,1.60934,0.985434,0,0.00230639,0.000169024,1584.16,453.45,4.61892,2,101,0.0191753,0.00215888,88.5914,0.00365741,0,0.00191245,0.00119874,343.826,342.025,50,2,101,0.277701,11.9
20250415,070702,105.297,2,1,1,39.6685,-75.7462,13.26,99.9603,342.092,13.9237,448.816,12.9203,1.58296,0.17726,1.7012,0.982388,0,0.0023523,0.000235103,1202.78,448.816,7.14772,2,101,0.0132564,0.00148597,134.808,0.0055278,0,0.00200314,1.48647e-09,1e+06,342.092,105.843,2,101,0.313,11.8378
20250415,071314,105.301,3,1,1,39.6685,-75.7462,13.27,99.9607,342.05,14.4219,447.359,13.4171,1.93923,0.208555,1.4624,0.990143,0,0.00209135,2.08648e-07,1e+06,447.359,2.94888,10,101,0.0451012,0.00485538,40.0927,0.0507425,0,0.00194597,0.00180608,344.738,342.05,47.579,3,101,0.326682,11.9
20250415,071925,105.305,4,1,1,39.6685,-75.7462,13.33,99.9485,342.204,14.7516,445.852,13.7599,0.992462,0.109007,2.34565,0.958542,0,0.00227844,1.09056e-07,1e+06,445.852,9.82282,10,101,0.0492907,0.0054193,34.9459,0.0652463,0,0.00189295,0.00211525,344.766,342.204,-4.20551,3,101,0.252,11.9
20250415,072536,105.309,5,1,1,39.6685,-75.7462,13.06,99.9495,342.358,15.0446,451.368,14.0942,2.83127,0.30525,1.31041,0.994255,0,0.00233203,3.05388e-07,1e+06,451.368,4.8475,10,101,0.00668913,0.000721875,286.247,0.00123127,0,0.00206633,7.22122e-10,1e+06,342.358,143.467,3,101,0.362,11.9
20250415,073147,105.314,6,1,1,39.6685,-75.7462,13.19,99.952,342.547,14.3434,449.574,13.2656,7.38094,0.809862,2.34744,0.958466,0,0.0169435,8.10226e-07,1e+06,449.574,34.0954,10,101,-0.00233698,-0.000256702,798.648,0.000158314,0,0.00205015,7.49391e-07,0,342.547,-1070.73,2,101,0.333169,12
20250415,073758,105.318,7,1,1,39.6685,-75.7462,13.13,99.9575,342.709,15.2473,455.717,14.2951,1.97317,0.216674,1.47119,0.989063,0,0.00220022,0.000595751,819.416,455.717,0.647052,2,101,0.00141408,0.00015543,1223.79,6.74403e-05,0,0.00190214,1.55484e-10,1e+06,342.709,851.873,5,101,0.34,12.2
20250415,074409,105.322,8,1,1,39.6685,-75.7462,13.16,99.975,342.71,14.8434,457.843,13.7934,3.35982,0.358939,1.23872,0.9951,0,0.00227458,0.00151817,694.272,457.843,0.531277,2,101,-0.0203338,-0.00217464,84.2172,0.00428439,0,0.00183127,0.004267,342.2,342.71,-47.7048,4,101,0.22,12.4
20250415,080051,105.334,1,1,1,39.6685,-75.7462,13.55,99.9365,341.9,13.8948,460.531,12.8893,1.79325,0.201988,1.74605,0.981391,0,0.00279545,2.02081e-07,1e+06,460.531,0.512531,10,101,0.0221745,0.00250023,76.0847,0.0156653,0,0.00190211,0.000389475,348.319,341.9,-34.2724,2,101,0.278,12
20250415,080702,105.338,2,1,1,39.6685,-75.7462,13.64,99.9492,341.947,13.9079,453.96,12.8995,1.61639,0.181271,1.57203,0.986925,0,0.00209696,1.81353e-07,1e+06,453.96,7.38554,10,101,0.0145798,0.00163673,120.366,0.00692421,0,0.00197,1.63729e-09,1e+06,341.947,126.874,4,101,0.314,12
20250415,081314,105.343,3,1,1,39.6685,-75.7462,13.65,99.9175,341.477,13.9525,452.908,12.9412,2.06838,0.222741,1.44139,0.990741,0,0.00216419,2.22842e-07,1e+06,452.908,1.16656,10,101,0.0655913,0.00707067,28.7259,0.0684257,0,0.00202972,0.0030727,343.778,341.477,12.4836,2,101,0.326682,12
20250415,081925,105.347,4,1,1,39.6685,-75.7462,13.79,99.9047,341.951,14.2512,450.13,13.2218,0.87569,0.0963305,2.54985,0.949539,0,0.00223187,9.63739e-08,1e+06,450.13,12.5393,10,101,0.0298146,0.00328319,65.7188,0.022859,0,0.00215739,3.28431e-09,1e+06,341.951,118.747,2,101,0.252,12
20250415,082536,105.351,5,1,1,39.6685,-75.7462,13.81,99.9043,341.645,14.9027,451.734,13.8838,2.89491,0.312989,1.36458,0.992841,0,0.0026711,3.13131e-07,1e+06,451.734,17.5126,10,101,-0.00564579,-0.000611038,317.181,0.00100262,0,0.00193809,1.78852e-06,0,341.645,813.681,8,101,0.362,11.9
20250415,083147,105.355,6,1,1,39.6685,-75.7462,14,99.903,341.994,14.1378,446.867,13.133,7.66214,0.843384,2.27215,0.961642,0,0.0169288,8.43761e-07,1e+06,446.867,37.2459,10,101,-0.00265882,-0.000292959,668.13,0.000225594,0,0.00195735,8.5662e-07,0,341.994,-1833.59,7,101,0.337169,12.1
20250415,083758,105.36,7,1,1,39.6685,-75.7462,14.05,99.8965,342.222,14.7199,442.551,13.6872,2.00338,0.220678,1.50378,0.988959,0,0.0023435,2.20776e-07,1e+06,442.551,3.97884,10,101,-0.00806149,-0.000888925,233.987,0.00184162,0,0.00207994,2.59751e-06,0,342.222,-226.207,6,101,0.34,12.3
20250415,084409,105.364,8,1,1,39.6685,-75.7462,14.28,99.9095,341.821,14.3027,446.707,13.2898,3.12847,0.33556,1.29315,0.994692,0,0.00246365,3.3571e-07,1e+06,446.707,8.60917,10,101,-0.0106628,-0.00114487,176.722,0.00322413,0,0.0020232,3.34934e-06,0,341.821,-61.8853,5,101,0.22,12.6
20250415,090051,105.376,1,1,1,39.6685,-75.7462,14.95,99.9053,341.648,13.9113,444.014,12.9043,1.81829,0.205868,1.62626,0.985252,0,0.00253141,2.05959e-07,1e+06,444.014,27.9197,10,101,0.0129398,0.00146655,135.505,0.0054714,0,0.00198719,1.46705e-09,1e+06,341.648,-101,2,101,0.278,12.4
20250415,090702,105.38,2,1,1,39.6685,-75.7462,15.37,99.9473,341.648,13.9231,445.886,12.9049,1.73086,0.195284,1.58381,0.986553,0,0.00229136,1.95371e-07,1e+06,445.886,11.4533,10,101,0.00171243,0.000193403,992.709,0.000102488,0,0.00191993,1.93469e-10,1e+06,341.648,89.0916,2,101,0.314,12.2
20250415,091314,105.384,3,1,1,39.6685,-75.7462,15.06,99.9362,342.116,13.9807,444.63,12.9638,1.89726,0.205282,1.50783,0.988692,0,0.00219327,0.000118334,2179.4,444.63,8.42755,2,101,0.0171166,0.00185391,101.175,0.0131794,0,0.0018756,0.00294141,342.746,342.116,50,2,101,0.326701,12.1682
